#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 01 01 17 53 999 99.0 99.0  1.31 18.18 10.29 278 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 01 18 23 999 99.0 99.0  1.24 18.18  9.50 275 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 01 18 53 999 99.0 99.0  1.18 16.67  9.13 269 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 01 19 23 999 99.0 99.0  1.23 16.67  9.67 275 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 01 19 53 999 99.0 99.0  1.14 16.67  8.85 265 9999.0 999.0  15.2 999.0 99.0 99.00
2013 01 01 20 23 999 99.0 99.0  1.21 16.67  9.08 281 9999.0 999.0  15.2 999.0 99.0 99.00
2013 01 01 20 53 999 99.0 99.0  1.28 15.38 10.13 279 9999.0 999.0  15.3 999.0 99.0 99.00
2013 01 01 21 23 999 99.0 99.0  1.20 18.18  9.99 275 9999.0 999.0  15.3 999.0 99.0 99.00
2013 01 01 21 53 999 99.0 99.0  1.25 16.67  9.99 265 9999.0 999.0  15.3 999.0 99.0 99.00
2013 01 01 22 23 999 99.0 99.0  1.27 16.67  9.56 281 9999.0 999.0  15.4 999.0 99.0 99.00
2013 01 01 22 53 999 99.0 99.0  1.22 16.67  8.31 268 9999.0 999.0  15.4 999.0 99.0 99.00
2013 01 01 23 23 999 99.0 99.0  1.16 16.67  8.35 274 9999.0 999.0  15.4 999.0 99.0 99.00
2013 01 01 23 53 999 99.0 99.0  1.13 16.67  8.25 272 9999.0 999.0  15.4 999.0 99.0 99.00
2013 01 02 00 23 999 99.0 99.0  1.25 16.67  9.72 274 9999.0 999.0  15.4 999.0 99.0 99.00
2013 01 02 00 53 999 99.0 99.0  1.07 16.67  8.66 269 9999.0 999.0  15.4 999.0 99.0 99.00
2013 01 02 01 23 999 99.0 99.0  1.23 16.67  9.74 265 9999.0 999.0  15.4 999.0 99.0 99.00
2013 01 02 01 53 999 99.0 99.0  1.12 16.67  9.43 264 9999.0 999.0  15.3 999.0 99.0 99.00
2013 01 02 02 23 999 99.0 99.0  1.20 15.38 10.12 272 9999.0 999.0  15.3 999.0 99.0 99.00
2013 01 02 02 53 999 99.0 99.0  1.12 15.38 10.07 268 9999.0 999.0  15.3 999.0 99.0 99.00
2013 01 02 03 23 999 99.0 99.0  1.33 16.67 10.99 271 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 02 03 53 999 99.0 99.0  1.05 18.18  9.69 269 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 02 04 23 999 99.0 99.0  1.25 15.38  9.77 272 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 02 04 53 999 99.0 99.0  1.23 18.18  8.73 275 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 02 05 23 999 99.0 99.0  1.13 15.38  7.21 278 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 02 05 53 999 99.0 99.0  1.42 18.18  6.79 279 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 02 06 23 999 99.0 99.0  1.37 15.38  6.79 272 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 06 53 999 99.0 99.0  1.47 16.67  7.24 272 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 07 23 999 99.0 99.0  1.37 15.38  7.26 274 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 07 53 999 99.0 99.0  1.30 16.67  6.89 274 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 08 23 999 99.0 99.0  1.56 16.67  8.98 274 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 08 53 999 99.0 99.0  1.46 16.67  8.45 282 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 09 23 999 99.0 99.0  1.37 16.67  8.81 278 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 09 53 999 99.0 99.0  1.28 15.38  9.23 275 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 10 23 999 99.0 99.0  1.31 16.67  9.99 279 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 10 53 999 99.0 99.0  1.20 14.29  9.55 276 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 11 23 999 99.0 99.0  1.11 16.67  8.84 281 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 11 53 999 99.0 99.0  1.29 14.29 10.09 278 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 12 23 999 99.0 99.0  1.27 16.67 10.24 272 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 12 53 999 99.0 99.0  1.13 15.38  9.10 275 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 13 23 999 99.0 99.0  1.14 15.38  9.57 272 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 13 53 999 99.0 99.0  1.20 14.29 10.43 278 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 14 23 999 99.0 99.0  1.29 16.67 11.21 276 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 14 53 999 99.0 99.0  1.21 15.38  9.97 276 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 15 23 999 99.0 99.0  1.18 16.67  9.07 279 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 15 53 999 99.0 99.0  1.42 14.29  9.84 279 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 16 23 999 99.0 99.0  1.38 15.38  9.72 276 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 16 53 999 99.0 99.0  1.30 14.29  8.27 274 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 17 23 999 99.0 99.0  1.26 16.67  7.76 272 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 17 53 999 99.0 99.0  1.33 15.38  8.70 275 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 18 23 999 99.0 99.0  1.22 15.38  8.54 274 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 18 53 999 99.0 99.0  1.31 16.67  9.73 276 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 19 23 999 99.0 99.0  1.24 15.38  9.71 272 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 19 53 999 99.0 99.0  1.35 16.67  9.99 272 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 20 23 999 99.0 99.0  1.26 14.29  9.40 283 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 02 20 53 999 99.0 99.0  1.22 16.67  9.29 279 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 02 21 23 999 99.0 99.0  1.31 14.29  9.87 283 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 02 21 53 999 99.0 99.0  1.26 14.29  9.85 274 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 02 22 23 999 99.0 99.0  1.47 14.29 10.33 272 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 02 22 53 999 99.0 99.0  1.29 15.38  9.11 272 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 02 23 23 999 99.0 99.0  1.21 14.29  8.80 276 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 02 23 53 999 99.0 99.0  1.19 16.67  8.83 267 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 00 23 999 99.0 99.0  1.17 15.38  9.09 264 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 00 53 999 99.0 99.0  1.26 15.38  9.46 261 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 03 01 23 999 99.0 99.0  1.34 14.29  9.41 262 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 03 01 53 999 99.0 99.0  1.34 13.33  9.57 268 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 03 02 23 999 99.0 99.0  1.27 14.29  8.85 267 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 03 02 53 999 99.0 99.0  1.29 14.29  9.02 272 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 03 03 23 999 99.0 99.0  1.34 14.29  9.43 255 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 03 03 53 999 99.0 99.0  1.22 14.29  9.22 267 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 03 04 23 999 99.0 99.0  1.25 12.50  9.52 269 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 03 04 53 999 99.0 99.0  1.52 15.38 10.27 271 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 03 05 23 999 99.0 99.0  1.38 15.38 10.17 271 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 03 05 53 999 99.0 99.0  1.28 15.38 10.42 269 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 03 06 23 999 99.0 99.0  1.16 13.33  9.58 271 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 03 06 53 999 99.0 99.0  1.26 16.67 10.58 272 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 03 07 23 999 99.0 99.0  1.13 16.67 10.04 269 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 03 07 53 999 99.0 99.0  1.26 14.29 10.83 272 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 03 08 23 999 99.0 99.0  1.30 14.29 10.99 274 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 03 08 53 999 99.0 99.0  1.12 16.67 10.65 281 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 03 09 23 999 99.0 99.0  1.19 15.38 10.98 271 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 03 09 53 999 99.0 99.0  1.47 14.29 11.68 283 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 03 10 23 999 99.0 99.0  1.32 15.38 11.42 269 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 03 10 53 999 99.0 99.0  1.20 16.67 10.13 278 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 03 11 23 999 99.0 99.0  1.31 15.38  9.95 278 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 03 11 53 999 99.0 99.0  1.36 14.29 10.02 269 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 03 12 23 999 99.0 99.0  1.19 14.29  9.58 269 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 03 12 53 999 99.0 99.0  1.47 15.38 11.25 269 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 03 13 23 999 99.0 99.0  1.31 15.38 10.56 267 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 03 13 53 999 99.0 99.0  1.21 16.67 10.31 268 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 03 14 23 999 99.0 99.0  1.30 16.67 11.30 269 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 03 14 53 999 99.0 99.0  1.24 15.38 10.88 269 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 03 15 23 999 99.0 99.0  1.20 15.38 10.50 269 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 03 15 53 999 99.0 99.0  1.25 15.38 10.52 265 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 03 16 23 999 99.0 99.0  1.20 15.38 10.36 268 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 03 16 53 999 99.0 99.0  1.30 15.38 10.81 268 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 03 17 23 999 99.0 99.0  1.18 13.33 10.15 274 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 03 17 53 999 99.0 99.0  1.30 15.38 10.94 278 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 03 18 23 999 99.0 99.0  1.29 15.38 11.01 267 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 03 18 53 999 99.0 99.0  1.31 16.67 11.15 274 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 03 19 23 999 99.0 99.0  1.12 15.38 10.37 262 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 03 19 53 999 99.0 99.0  1.18 15.38 10.75 268 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 03 20 23 999 99.0 99.0  1.27 15.38 11.53 275 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 03 20 53 999 99.0 99.0  1.21 14.29 11.24 265 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 03 21 23 999 99.0 99.0  1.28 14.29 11.55 262 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 03 21 53 999 99.0 99.0  1.21 15.38 11.51 271 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 03 22 23 999 99.0 99.0  1.25 15.38 11.20 269 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 03 22 53 999 99.0 99.0  1.35 15.38 10.96 268 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 03 23 23 999 99.0 99.0  1.34 15.38 10.29 264 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 03 23 53 999 99.0 99.0  1.31 15.38 10.12 269 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 04 00 23 999 99.0 99.0  1.30 15.38 10.18 271 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 04 00 53 999 99.0 99.0  1.23 16.67  9.85 265 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 04 01 23 999 99.0 99.0  1.25 16.67 10.08 269 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 04 01 53 999 99.0 99.0  1.23 15.38 10.16 262 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 04 02 23 999 99.0 99.0  1.41 15.38 10.54 269 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 04 02 53 999 99.0 99.0  1.23 15.38  9.39 265 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 04 03 23 999 99.0 99.0  1.29 15.38  9.28 268 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 04 03 53 999 99.0 99.0  1.48 14.29 10.37 269 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 04 04 23 999 99.0 99.0  1.36 15.38  9.74 268 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 04 04 53 999 99.0 99.0  1.45 14.29 10.25 264 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 04 05 23 999 99.0 99.0  1.25 14.29  9.47 267 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 04 05 53 999 99.0 99.0  1.41 16.67 10.76 268 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 04 06 23 999 99.0 99.0  1.31 14.29 10.20 267 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 04 06 53 999 99.0 99.0  1.24 14.29 10.41 265 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 04 07 23 999 99.0 99.0  1.41 14.29 11.16 271 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 04 07 53 999 99.0 99.0  1.45 14.29 11.44 275 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 04 08 23 999 99.0 99.0  1.29 14.29 10.92 272 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 04 08 53 999 99.0 99.0  1.45 15.38 11.69 269 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 04 09 23 999 99.0 99.0  1.42 14.29 11.68 275 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 04 09 53 999 99.0 99.0  1.43 14.29 11.40 268 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 04 10 23 999 99.0 99.0  1.38 14.29 11.32 271 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 04 10 53 999 99.0 99.0  1.39 16.67 11.46 268 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 04 11 23 999 99.0 99.0  1.32 15.38 10.49 271 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 04 11 53 999 99.0 99.0  1.38 15.38 10.61 274 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 04 12 23 999 99.0 99.0  1.30 14.29 10.30 267 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 04 12 53 999 99.0 99.0  1.32 14.29 10.42 260 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 04 13 23 999 99.0 99.0  1.36 15.38 10.79 272 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 04 13 53 999 99.0 99.0  1.37 14.29 10.98 269 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 04 14 23 999 99.0 99.0  1.41 14.29 11.01 274 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 04 14 53 999 99.0 99.0  1.51 14.29 11.03 269 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 04 15 23 999 99.0 99.0  1.31 14.29  9.75 265 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 04 15 53 999 99.0 99.0  1.32 14.29 10.05 262 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 04 16 23 999 99.0 99.0  1.34 14.29  9.86 260 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 04 16 53 999 99.0 99.0  1.31 15.38  9.59 269 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 04 17 23 999 99.0 99.0  1.43 15.38  9.84 275 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 04 17 53 999 99.0 99.0  1.48 14.29  9.87 275 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 04 18 23 999 99.0 99.0  1.46 14.29 10.20 271 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 04 18 53 999 99.0 99.0  1.37 14.29 10.11 269 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 04 19 23 999 99.0 99.0  1.52 14.29 10.93 274 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 04 19 53 999 99.0 99.0  1.52 14.29 10.74 279 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 04 20 23 999 99.0 99.0  1.34 13.33 10.52 268 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 04 20 53 999 99.0 99.0  1.42 14.29 10.72 274 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 04 21 23 999 99.0 99.0  1.64 14.29 11.27 271 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 04 21 53 999 99.0 99.0  1.47 14.29 11.24 269 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 04 22 23 999 99.0 99.0  1.48 14.29 11.29 268 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 04 22 53 999 99.0 99.0  1.51 13.33 10.56 267 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 04 23 23 999 99.0 99.0  1.56 14.29 11.13 268 9999.0 999.0  15.1 999.0 99.0 99.00
2013 01 04 23 53 999 99.0 99.0  1.48 13.33 10.51 282 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 05 00 23 999 99.0 99.0  1.81 13.33 11.31 275 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 05 00 53 999 99.0 99.0  1.74 13.33 11.48 281 9999.0 999.0  15.0 999.0 99.0 99.00
2013 01 05 01 23 999 99.0 99.0  1.81 13.33 11.39 272 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 05 01 53 999 99.0 99.0  1.67 14.29 11.26 269 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 05 02 23 999 99.0 99.0  1.60 12.50 10.82 278 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 05 02 53 999 99.0 99.0  1.79 13.33 11.66 269 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 05 03 23 999 99.0 99.0  1.58 12.50 11.46 278 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 05 03 53 999 99.0 99.0  1.57 14.29 11.10 271 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 05 04 23 999 99.0 99.0  1.65 13.33 11.48 271 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 05 04 53 999 99.0 99.0  1.49 13.33 11.24 269 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 05 05 23 999 99.0 99.0  1.49 14.29 10.93 269 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 05 05 53 999 99.0 99.0  1.40 14.29 10.79 269 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 05 06 23 999 99.0 99.0  1.44 14.29 10.69 276 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 05 06 53 999 99.0 99.0  1.58 14.29 11.25 267 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 05 07 23 999 99.0 99.0  1.46 12.50 10.87 271 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 05 07 53 999 99.0 99.0  1.58 13.33 11.00 264 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 05 08 23 999 99.0 99.0  1.37 12.50 10.80 275 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 05 08 53 999 99.0 99.0  1.46 11.76 10.90 269 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 05 09 23 999 99.0 99.0  1.57 13.33 10.97 264 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 05 09 53 999 99.0 99.0  1.42 12.50 10.45 269 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 05 10 23 999 99.0 99.0  1.74 13.33 11.08 268 9999.0 999.0  14.4 999.0 99.0 99.00
2013 01 05 10 53 999 99.0 99.0  1.64 14.29 10.49 272 9999.0 999.0  14.4 999.0 99.0 99.00
2013 01 05 11 23 999 99.0 99.0  1.67 13.33 10.03 274 9999.0 999.0  14.3 999.0 99.0 99.00
2013 01 05 11 53 999 99.0 99.0  1.81 13.33 10.16 274 9999.0 999.0  14.3 999.0 99.0 99.00
2013 01 05 12 23 999 99.0 99.0  1.67 11.11  9.95 265 9999.0 999.0  14.2 999.0 99.0 99.00
2013 01 05 12 53 999 99.0 99.0  1.53 11.76  9.59 272 9999.0 999.0  14.2 999.0 99.0 99.00
2013 01 05 13 23 999 99.0 99.0  1.55 11.76  9.46 275 9999.0 999.0  14.2 999.0 99.0 99.00
2013 01 05 13 53 999 99.0 99.0  1.56 11.11  9.75 275 9999.0 999.0  14.2 999.0 99.0 99.00
2013 01 05 14 23 999 99.0 99.0  1.47 12.50  9.61 268 9999.0 999.0  14.2 999.0 99.0 99.00
2013 01 05 14 53 999 99.0 99.0  1.46 13.33  9.74 272 9999.0 999.0  14.2 999.0 99.0 99.00
2013 01 05 15 23 999 99.0 99.0  1.58 13.33  9.78 268 9999.0 999.0  14.2 999.0 99.0 99.00
2013 01 05 15 53 999 99.0 99.0  1.38 13.33  9.17 267 9999.0 999.0  14.2 999.0 99.0 99.00
2013 01 05 16 23 999 99.0 99.0  1.41 14.29  9.58 265 9999.0 999.0  14.2 999.0 99.0 99.00
2013 01 05 16 53 999 99.0 99.0  1.43 11.76  9.61 269 9999.0 999.0  14.2 999.0 99.0 99.00
2013 01 05 17 23 999 99.0 99.0  1.41 11.76  9.45 262 9999.0 999.0  14.2 999.0 99.0 99.00
2013 01 05 17 53 999 99.0 99.0  1.57 13.33 10.09 268 9999.0 999.0  14.2 999.0 99.0 99.00
2013 01 05 18 23 999 99.0 99.0  1.46 11.76 10.03 275 9999.0 999.0  14.2 999.0 99.0 99.00
2013 01 05 18 53 999 99.0 99.0  1.52 14.29  9.83 275 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 05 19 23 999 99.0 99.0  1.42 13.33  9.79 267 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 05 19 53 999 99.0 99.0  1.37 11.76  9.95 274 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 05 20 23 999 99.0 99.0  1.38 12.50 10.14 278 9999.0 999.0  14.6 999.0 99.0 99.00
2013 01 05 20 53 999 99.0 99.0  1.34 13.33 10.08 265 9999.0 999.0  14.5 999.0 99.0 99.00
2013 01 05 21 23 999 99.0 99.0  1.31 13.33 10.40 269 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 05 21 53 999 99.0 99.0  1.34 14.29 10.46 271 9999.0 999.0  14.7 999.0 99.0 99.00
2013 01 05 22 23 999 99.0 99.0  1.32 13.33 10.52 283 9999.0 999.0  14.8 999.0 99.0 99.00
2013 01 05 22 53 999 99.0 99.0  1.40 14.29 10.58 267 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 05 23 23 999 99.0 99.0  1.32 13.33 10.04 278 9999.0 999.0  14.9 999.0 99.0 99.00
2013 01 05 23 53 999 99.0 99.0  1.47 12.50 10.15 268 9999.0 999.0  14.9 999.0 99.0 99.00
